Date,AAPL
2015-01-05,
2015-01-06,
2015-01-07,
2015-01-08,
2015-01-09,
2015-01-12,
2015-01-13,
2015-01-14,
2015-01-15,
2015-01-16,
2015-01-20,
2015-01-21,
2015-01-22,
2015-01-23,
2015-01-26,
2015-01-27,
2015-01-28,
2015-01-29,
2015-01-30,
2015-02-02,
2015-02-03,0.3687375576606546
2015-02-04,0.3495457738907181
2015-02-05,0.3489316711373318
2015-02-06,0.3512459845368464
2015-02-09,0.32989791219477466
2015-02-10,0.3340918805522533
2015-02-11,0.3226017712836871
2015-02-12,0.3231767141127981
2015-02-13,0.3209225093231429
2015-02-17,0.29556848182640205
2015-02-18,0.2894160028941508
2015-02-19,0.28593648735962734
2015-02-20,0.2859264215247593
2015-02-23,0.2867343316067959
2015-02-24,0.2910390272257624
2015-02-25,0.31268209000334357
2015-02-26,0.2740026673318838
2015-02-27,0.22480279939576384
2015-03-02,0.2044722275564067
2015-03-03,0.19295483631699592
2015-03-04,0.19471448479932324
2015-03-05,0.20719376503232417
2015-03-06,0.2066520573513258
2015-03-09,0.20616593250110907
2015-03-10,0.21862347492581416
2015-03-11,0.22909361083725255
2015-03-12,0.22799577346267913
2015-03-13,0.2142491475109956
2015-03-16,0.2130560581964005
2015-03-17,0.22062639093134256
2015-03-18,0.2231727141822719
2015-03-19,0.22340243355593364
2015-03-20,0.227326678206906
2015-03-23,0.22857128201626906
2015-03-24,0.2051402196494829
2015-03-25,0.22099093847551346
2015-03-26,0.20779964901697437
2015-03-27,0.20213971248878934
2015-03-30,0.21855806613937964
2015-03-31,0.22323862337215408
2015-04-01,0.22282653946534225
2015-04-02,0.22501714963982597
2015-04-06,0.2252837069046001
2015-04-07,0.22840430534758324
2015-04-08,0.22806866290454567
2015-04-09,0.21730681720324097
2015-04-10,0.20607816302256926
2015-04-13,0.19783016054838284
2015-04-14,0.1967337014812226
2015-04-15,0.1937268615665054
2015-04-16,0.18556075713447467
2015-04-17,0.18433526776483397
2015-04-20,0.20076074234543714
2015-04-21,0.19656552947380698
2015-04-22,0.19879797365088295
2015-04-23,0.1996865840238128
2015-04-24,0.17338692324008484
2015-04-27,0.18109528623279791
2015-04-28,0.18897663037461218
2015-04-29,0.17955617936117485
2015-04-30,0.1968029821780702
2015-05-01,0.2223407202746062
2015-05-04,0.221307013215082
2015-05-05,0.2291201105257525
2015-05-06,0.22724179636157638
2015-05-07,0.22803747332041172
2015-05-08,0.23582847879429913
2015-05-11,0.23837571576843272
2015-05-12,0.23860659502825235
2015-05-13,0.2381233217395104
2015-05-14,0.2511059358398674
2015-05-15,0.2503659436208503
2015-05-18,0.24818908245150026
2015-05-19,0.2368560090006911
2015-05-20,0.23569417502521783
2015-05-21,0.2338717058566138
2015-05-22,0.23409756250284253
2015-05-26,0.24721642583508072
2015-05-27,0.2476629254299892
